colour	x	y	clickSelects	showSelected1	fill
#00BA38	0.00643489114697204	0.490444512727141	6	144	#00BA38
#00BF7D	0.101522923770368	-0.0541429421300588	7	144	#00BF7D
#00C0AF	0.314759140715865	-0.768192855958081	8	144	#00C0AF
#00BCD8	0.77799647734068	0.12369895730712	9	144	#00BCD8
#00B0F6	-0.443798046208875	0.142078717658486	10	144	#00B0F6
#619CFF	-0.532129581800721	0.0171240691706677	11	144	#619CFF
#B983FF	-0.124842467375138	0.451872134984711	12	144	#B983FF
#E76BF3	0.771184250853833	0.509739408713555	13	144	#E76BF3
#FD61D1	0.577717803364164	0.0328139194020807	14	144	#FD61D1
#FF67A4	-0.539469934702587	0.226558463276961	15	144	#FF67A4
#F8766D	-0.493232773823432	-0.299617033999759	1	145	#F8766D
#E58700	0.483728613599136	-0.559534564733978	2	145	#E58700
#C99800	0.492662362434506	-0.0785801115381828	3	145	#C99800
#A3A500	0.32097446396994	-0.63017409357531	4	145	#A3A500
#6BB100	0.699197700927235	-0.230569553990727	5	145	#6BB100
#00BA38	0.0119055323034726	0.490059284108089	6	145	#00BA38
#00BF7D	0.0246427749453056	-0.0240308265543461	7	145	#00BF7D
#00C0AF	0.319873398869018	-0.766723662504553	8	145	#00C0AF
#00BCD8	0.762599440741409	0.165045992130374	9	145	#00BCD8
#00B0F6	-0.446582160482649	0.0551709032557537	10	145	#00B0F6
#619CFF	-0.614323301672156	0.00986446633930143	11	145	#619CFF
#B983FF	-0.038977916627619	0.510304704086242	12	145	#B983FF
#E76BF3	0.733352188377224	0.57754933823904	13	145	#E76BF3
#FD61D1	0.583280167359716	0.0842934845168516	14	145	#FD61D1
#FF67A4	-0.452442449524634	0.298277062643925	15	145	#FF67A4
#F8766D	-0.533607067051329	-0.287346790681992	1	146	#F8766D
#E58700	0.440569987877313	-0.616632823371544	2	146	#E58700
#C99800	0.421656801521371	-0.156203978795792	3	146	#C99800
#A3A500	0.217439117879188	-0.66603836481874	4	146	#A3A500
#6BB100	0.804294478384233	-0.300993154536566	5	146	#6BB100
#00BA38	0.0202560333143848	0.560288224238137	6	146	#00BA38
#00BF7D	0.0747933469678689	-0.0505967284333527	7	146	#00BF7D
#00C0AF	0.302558169513565	-0.740543209997613	8	146	#00C0AF
#00BCD8	0.831996790683754	0.151188801216598	9	146	#00BCD8
#00B0F6	-0.441756857255444	0.00312958145660749	10	146	#00B0F6
#619CFF	-0.672201805583218	0.0987598233796391	11	146	#619CFF
#B983FF	0.0180850853354726	0.440008187303484	12	146	#B983FF
#E76BF3	0.682058169547349	0.608124420603644	13	146	#E76BF3
#FD61D1	0.576862029678885	0.061229866544523	14	146	#FD61D1
#FF67A4	-0.431570462685527	0.314289422024082	15	146	#FF67A4
#F8766D	-0.553544042508268	-0.323324138294702	1	147	#F8766D
#E58700	0.451534832209712	-0.605528124445074	2	147	#E58700
#C99800	0.477282091219241	-0.157619950379518	3	147	#C99800
#A3A500	0.213500103810394	-0.654083409955869	4	147	#A3A500
#6BB100	0.783596998938737	-0.301479650871717	5	147	#6BB100
#00BA38	0.0285593963841305	0.603136181742017	6	147	#00BA38
#00BF7D	0.0842200010207702	0.0104618345871382	7	147	#00BF7D
#00C0AF	0.28545758393905	-0.82053112444742	8	147	#00C0AF
#00BCD8	0.821429058050586	0.122016637196193	9	147	#00BCD8
#00B0F6	-0.38382604709781	0.0330946547658964	10	147	#00B0F6
#619CFF	-0.695517133325171	0.0585313359585714	11	147	#619CFF
#B983FF	0.0611235489481934	0.440744709779166	12	147	#B983FF
#E76BF3	0.73937505368531	0.587948952997261	13	147	#E76BF3
#FD61D1	0.572302751942106	0.0961438084843461	14	147	#FD61D1
#FF67A4	-0.485056916126457	0.279636305327469	15	147	#FF67A4
#F8766D	-0.564496166194783	-0.323254304855119	1	148	#F8766D
#E58700	0.498238668834459	-0.669467102649699	2	148	#E58700
#C99800	0.467431374152514	-0.113985480192019	3	148	#C99800
#A3A500	0.242555237734853	-0.728955599248243	4	148	#A3A500
#6BB100	0.746270982834326	-0.265291031331059	5	148	#6BB100
#00BA38	-0.0406157282152392	0.613528672405607	6	148	#00BA38
#00BF7D	0.0976123990597939	0.118503499342546	7	148	#00BF7D
#00C0AF	0.228648059220726	-0.729180305344281	8	148	#00C0AF
#00BCD8	0.815921674428422	0.185834389676315	9	148	#00BCD8
#00B0F6	-0.327930966216465	0.00656311898595014	10	148	#00B0F6
#619CFF	-0.664470073376897	0.0817527071608279	11	148	#619CFF
#B983FF	0.0451897449368703	0.442461741885328	12	148	#B983FF
#E76BF3	0.732545583430907	0.583705396631771	13	148	#E76BF3
#FD61D1	0.501077890787291	0.116103600508864	14	148	#FD61D1
#FF67A4	-0.467774537530143	0.237212445126693	15	148	#FF67A4
#F8766D	-0.528049191432608	-0.37507662806474	1	149	#F8766D
#E58700	0.480040113549921	-0.811705997484719	2	149	#E58700
#C99800	0.461852072081454	-0.0599330914972827	3	149	#C99800
#A3A500	0.178287092535847	-0.734962423591223	4	149	#A3A500
#6BB100	0.680157216560646	-0.229045833797173	5	149	#6BB100
#00BA38	-0.0351516864529494	0.643217947149731	6	149	#00BA38
#00BF7D	0.133476804662623	0.104856501936204	7	149	#00BF7D
#00C0AF	0.181039799843411	-0.742530802008468	8	149	#00C0AF
#00BCD8	0.777422791150498	0.223161503768013	9	149	#00BCD8
#00B0F6	-0.316711116571493	0.0566664441599536	10	149	#00B0F6
#619CFF	-0.574419579155263	0.0921080417695009	11	149	#619CFF
#B983FF	0.0581671786958866	0.512920370007051	12	149	#B983FF
#E76BF3	0.672445405753224	0.599754420704951	13	149	#E76BF3
#FD61D1	0.597374623855235	0.132203341524719	14	149	#FD61D1
#FF67A4	-0.513219806957051	0.403262906647662	15	149	#FF67A4
#F8766D	-0.562948071147027	-0.317971436296517	1	150	#F8766D
#E58700	0.50534936028789	-0.805378458486623	2	150	#E58700
#C99800	0.425556120008341	-0.000175966530349729	3	150	#C99800
#A3A500	0.177118767468344	-0.735795712236355	4	150	#A3A500
#6BB100	0.647342597060881	-0.141820570437963	5	150	#6BB100
#00BA38	-0.0213138149775947	0.5283310891261	6	150	#00BA38
#00BF7D	0.141473181263262	0.0582370505648998	7	150	#00BF7D
#00C0AF	0.167699820451442	-0.764348704503815	8	150	#00C0AF
#00BCD8	0.675320725213675	0.253554303386345	9	150	#00BCD8
#00B0F6	-0.297930863012666	0.0473040968833582	10	150	#00B0F6
#619CFF	-0.577273465838078	0.159153087509263	11	150	#619CFF
#B983FF	0.0666296438916632	0.493001129096156	12	150	#B983FF
#E76BF3	0.723554005246244	0.670498271958129	13	150	#E76BF3
#FD61D1	0.565411070339148	0.0687231088680767	14	150	#FD61D1
#FF67A4	-0.445602285925644	0.454193039060311	15	150	#FF67A4
#F8766D	-0.58969014902433	-0.363547776449955	1	151	#F8766D
#E58700	0.451517664955044	-0.746703977803536	2	151	#E58700
#C99800	0.523204858467772	-0.0295975840706011	3	151	#C99800
#A3A500	0.145146171986781	-0.72253260761225	4	151	#A3A500
#6BB100	0.732751544058293	-0.179674261168644	5	151	#6BB100
#00BA38	-0.00258701598287826	0.435443312671257	6	151	#00BA38
#00BF7D	0.140374873717591	0.0649684856922013	7	151	#00BF7D
#00C0AF	0.136422605227491	-0.797475821176106	8	151	#00C0AF
#00BCD8	0.717432620834586	0.189552348037197	9	151	#00BCD8
#00B0F6	-0.380219482971995	0.0551347313550349	10	151	#00B0F6
#619CFF	-0.547685708224355	0.166997841951572	11	151	#619CFF
#B983FF	0.0612105360710799	0.524718255661469	12	151	#B983FF
#E76BF3	0.627597743753732	0.63536065389645	13	151	#E76BF3
#FD61D1	0.561701197540254	0.0653568872519932	14	151	#FD61D1
#FF67A4	-0.476399080072624	0.436425943204028	15	151	#FF67A4
#F8766D	-0.525286064023737	-0.340441622366108	1	152	#F8766D
#E58700	0.431773816162109	-0.750796030337806	2	152	#E58700
#C99800	0.463372381458208	0.00187051525439308	3	152	#C99800
#A3A500	0.250687060917811	-0.684180558458099	4	152	#A3A500
#6BB100	0.723962873364701	-0.203310934087636	5	152	#6BB100
#00BA38	0.0160723740924112	0.483288323771759	6	152	#00BA38
#00BF7D	0.141878791335567	0.0455883139509992	7	152	#00BF7D
#00C0AF	0.177410013553424	-0.704683975401358	8	152	#00C0AF
#00BCD8	0.690985604949213	0.251777078075856	9	152	#00BCD8
#00B0F6	-0.335111965931772	0.0828329943517622	10	152	#00B0F6
#619CFF	-0.583354930294784	0.164294681527212	11	152	#619CFF
#B983FF	0.139772788631746	0.492262142862309	12	152	#B983FF
#E76BF3	0.596498248338398	0.636514155039714	13	152	#E76BF3
#FD61D1	0.66197646902195	-0.000635396860244261	14	152	#FD61D1
#FF67A4	-0.413697830793016	0.44414818008868	15	152	#FF67A4
#F8766D	-0.580605870541149	-0.300016119878601	1	153	#F8766D
#E58700	0.410120846024647	-0.722638600731489	2	153	#E58700
#C99800	0.449578498557521	0.0534156303279412	3	153	#C99800
#A3A500	0.235978275877817	-0.645368884353804	4	153	#A3A500
#6BB100	0.775008992509997	-0.200261536433207	5	153	#6BB100
#00BA38	-0.0291803883396216	0.502420084515965	6	153	#00BA38
#00BF7D	0.14383603396241	0.157164151665023	7	153	#00BF7D
#00C0AF	0.272273184281301	-0.726664962592813	8	153	#00C0AF
#00BCD8	0.695690503870818	0.248741504651509	9	153	#00BCD8
#00B0F6	-0.328443450622163	0.0728399660363671	10	153	#00B0F6
#619CFF	-0.553581454304298	0.145076486311518	11	153	#619CFF
#B983FF	0.207853346135419	0.538639959867519	12	153	#B983FF
#E76BF3	0.571897284236196	0.621779860393029	13	153	#E76BF3
#FD61D1	0.784469104543366	-0.0142944353900495	14	153	#FD61D1
#FF67A4	-0.503901277788603	0.492268444372474	15	153	#FF67A4
#F8766D	-0.650239244977943	-0.294464628375171	1	154	#F8766D
#E58700	0.42374405882191	-0.656086135960681	2	154	#E58700
#C99800	0.424897193997485	0.0635577501789982	3	154	#C99800
#A3A500	0.22042775642917	-0.60103784776874	4	154	#A3A500
#6BB100	0.734739352978406	-0.134345473649962	5	154	#6BB100
#00BA38	-0.0208797916212905	0.561613953384299	6	154	#00BA38
#00BF7D	0.107098953362368	0.154370398035541	7	154	#00BF7D
#00C0AF	0.279856289897476	-0.727487997626131	8	154	#00C0AF
#00BCD8	0.730407411806008	0.241690592053915	9	154	#00BCD8
#00B0F6	-0.320445742112055	0.124091811803256	10	154	#00B0F6
#619CFF	-0.532963595050477	0.17234125303761	11	154	#619CFF
#B983FF	0.19825119576995	0.476604265136728	12	154	#B983FF
#E76BF3	0.629209856425737	0.534135282700044	13	154	#E76BF3
#FD61D1	0.763713270628118	-0.0690092692798097	14	154	#FD61D1
#FF67A4	-0.497048159586497	0.540939732980587	15	154	#FF67A4
#F8766D	-0.652798410966869	-0.253564691160607	1	155	#F8766D
#E58700	0.466404811341592	-0.657960618034826	2	155	#E58700
#C99800	0.452392253334157	0.103885574131339	3	155	#C99800
#A3A500	0.226739200829254	-0.609007975045008	4	155	#A3A500
#6BB100	0.734496264297385	-0.159667315094405	5	155	#6BB100
#00BA38	0.0301822239364526	0.546801912273118	6	155	#00BA38
#00BF7D	0.193662580041104	0.092218772633942	7	155	#00BF7D
#00C0AF	0.241314716552703	-0.735673762353	8	155	#00C0AF
#00BCD8	0.709006507664413	0.207363394239762	9	155	#00BCD8
#00B0F6	-0.263856104977212	0.0946150493896735	10	155	#00B0F6
#619CFF	-0.502087451659555	0.158935943859468	11	155	#619CFF
#B983FF	0.235180591508451	0.438503094342167	12	155	#B983FF
#E76BF3	0.633704974131659	0.574149829719897	13	155	#E76BF3
#FD61D1	0.741088688292699	-0.0219508214948869	14	155	#FD61D1
#FF67A4	-0.489946465336241	0.527330035140869	15	155	#FF67A4
#F8766D	-0.757071400604469	-0.197644593077338	1	156	#F8766D
#E58700	0.399672352923492	-0.623554145749645	2	156	#E58700
#C99800	0.53345023087628	0.0610451408695297	3	156	#C99800
#A3A500	0.172131271914454	-0.668728874537316	4	156	#A3A500
#6BB100	0.797753037129533	-0.151237668940494	5	156	#6BB100
#00BA38	0.0154347088821698	0.549204143610862	6	156	#00BA38
#00BF7D	0.160716368871921	0.108271123165851	7	156	#00BF7D
#00C0AF	0.183651948389205	-0.685837683132427	8	156	#00C0AF
#00BCD8	0.658900828771951	0.252902075458336	9	156	#00BCD8
#00B0F6	-0.288029109405344	0.0757362668807904	10	156	#00B0F6
#619CFF	-0.566367218357834	0.121887309437082	11	156	#619CFF
#B983FF	0.232991462830168	0.411978875308208	12	156	#B983FF
#E76BF3	0.581408488791247	0.614753466377075	13	156	#E76BF3
#FD61D1	0.791602811553317	-0.125595185458242	14	156	#FD61D1
#FF67A4	-0.431759715518678	0.490947530253068	15	156	#FF67A4
#F8766D	-0.743914139529811	-0.127144747541447	1	157	#F8766D
#E58700	0.468412295402102	-0.633649009335077	2	157	#E58700
#C99800	0.520473513212554	0.0808108979446135	3	157	#C99800
#A3A500	0.111147304345857	-0.607142104715657	4	157	#A3A500
#6BB100	0.842356357270216	-0.175460802196316	5	157	#6BB100
#00BA38	0.0248616324109312	0.472831307182548	6	157	#00BA38
#00BF7D	0.209001182135162	0.036267080289753	7	157	#00BF7D
#00C0AF	0.181410508750592	-0.686263722182469	8	157	#00C0AF
#00BCD8	0.527685951782383	0.212823237533326	9	157	#00BCD8
#00B0F6	-0.269410732717574	0.083368830491954	10	157	#00B0F6
#619CFF	-0.56064173141047	0.132382139115577	11	157	#619CFF
#B983FF	0.191734101300751	0.517160788018716	12	157	#B983FF
#E76BF3	0.647335783995415	0.749462767440548	13	157	#E76BF3
#FD61D1	0.835527575000824	-0.0847051092055075	14	157	#FD61D1
#FF67A4	-0.411083910728594	0.486972417103677	15	157	#FF67A4
#F8766D	-0.708857121513292	-0.0895973743545169	1	158	#F8766D
#E58700	0.567722737980646	-0.572287844146408	2	158	#E58700
#C99800	0.489607815548556	0.111550653245071	3	158	#C99800
#A3A500	0.115233398916816	-0.586536862587642	4	158	#A3A500
#6BB100	0.804798298884514	-0.0253682428359045	5	158	#6BB100
#00BA38	0.0246012567587599	0.407984748787434	6	158	#00BA38
#00BF7D	0.199308457332885	0.0379715819834777	7	158	#00BF7D
#00C0AF	0.0651911100281065	-0.731220799076444	8	158	#00C0AF
#00BCD8	0.446653890682379	0.21970990704965	9	158	#00BCD8
#00B0F6	-0.281790393847102	0.0621096577514367	10	158	#00B0F6
#619CFF	-0.550029626389889	0.205158886825397	11	158	#619CFF
#B983FF	0.157083798898072	0.532510415266335	12	158	#B983FF
#E76BF3	0.652147739439486	0.612073560832048	13	158	#E76BF3
#FD61D1	0.784531963745834	-0.136516605783108	14	158	#FD61D1
#FF67A4	-0.387644713071494	0.458226854803963	15	158	#FF67A4
#F8766D	-0.624982745500691	-0.13451577510599	1	159	#F8766D
#E58700	0.518071473399858	-0.642927538666948	2	159	#E58700
#C99800	0.5078168877085	0.143757896179042	3	159	#C99800
#A3A500	0.109104780469631	-0.639746621354276	4	159	#A3A500
#6BB100	0.784028772236557	-0.0697805680932822	5	159	#6BB100
#00BA38	0.0306080284217142	0.404120339408902	6	159	#00BA38
#00BF7D	0.18039179297483	0.133144749572219	7	159	#00BF7D
#00C0AF	0.0508553375425466	-0.636845798362046	8	159	#00C0AF
#00BCD8	0.388755420262446	0.241991391908008	9	159	#00BCD8
#00B0F6	-0.29506581446257	0.104699138198546	10	159	#00B0F6
#619CFF	-0.431877548983323	0.212729391825407	11	159	#619CFF
#B983FF	0.180849999912662	0.530554488442072	12	159	#B983FF
#E76BF3	0.706652910557942	0.65187984892651	13	159	#E76BF3
#FD61D1	0.738648110805797	-0.241131551777584	14	159	#FD61D1
#FF67A4	-0.422880498789552	0.514148095945019	15	159	#FF67A4
#F8766D	-0.61021433489984	-0.0307699405619019	1	160	#F8766D
#E58700	0.518310359106427	-0.696983367195453	2	160	#E58700
#C99800	0.4402676220651	0.258101282749534	3	160	#C99800
#A3A500	0.109194257092998	-0.680818845515386	4	160	#A3A500
#6BB100	0.889811335829192	-0.139326017019889	5	160	#6BB100
#00BA38	-0.0247307347359204	0.423111684698028	6	160	#00BA38
#00BF7D	0.251507359273587	0.150631921080037	7	160	#00BF7D
#00C0AF	0.166377460902929	-0.704640722068606	8	160	#00C0AF
#00BCD8	0.410282223185652	0.321977713323896	9	160	#00BCD8
#00B0F6	-0.29429890331807	0.14266425987264	10	160	#00B0F6
#619CFF	-0.510689735683404	0.195816133040246	11	160	#619CFF
#B983FF	0.190584506886357	0.49158734604417	12	160	#B983FF
#E76BF3	0.692493466062221	0.575056616628905	13	160	#E76BF3
#FD61D1	0.717491799402823	-0.256968404085116	14	160	#FD61D1
#FF67A4	-0.352054361645427	0.502452772751332	15	160	#FF67A4
#F8766D	-0.629796499257991	-0.0287831785343175	1	161	#F8766D
#E58700	0.553193900089757	-0.704881226019157	2	161	#E58700
#C99800	0.427135813382517	0.294780012521851	3	161	#C99800
#A3A500	0.100954457524882	-0.671811306298731	4	161	#A3A500
#6BB100	0.872947637763255	-0.233665090291756	5	161	#6BB100
#00BA38	-0.0171739955379628	0.355429133851056	6	161	#00BA38
#00BF7D	0.207834278987981	0.115948381661431	7	161	#00BF7D
#00C0AF	0.131838480659183	-0.748544260998716	8	161	#00C0AF
#00BCD8	0.34433396453091	0.282437954369238	9	161	#00BCD8
#00B0F6	-0.244010523404279	0.134638656690556	10	161	#00B0F6
#619CFF	-0.534648788405199	0.281203819565693	11	161	#619CFF
#B983FF	0.15578635918169	0.454384455124358	12	161	#B983FF
#E76BF3	0.640457755756148	0.583725580746364	13	161	#E76BF3
#FD61D1	0.682578881611125	-0.306186827334189	14	161	#FD61D1
#FF67A4	-0.38540436345578	0.478200509007033	15	161	#FF67A4
#F8766D	-0.601727366644043	-0.122502689859995	1	162	#F8766D
#E58700	0.546518078481833	-0.743292364932565	2	162	#E58700
#C99800	0.451171119423887	0.33678167369904	3	162	#C99800
#A3A500	0.084903170285328	-0.725642793186248	4	162	#A3A500
#6BB100	0.889167721859488	-0.250551457326895	5	162	#6BB100
#00BA38	-0.0447912376919118	0.351719927165514	6	162	#00BA38
#00BF7D	0.131885080225829	0.169177299913788	7	162	#00BF7D
#00C0AF	0.110748669262385	-0.685527711607621	8	162	#00C0AF
#00BCD8	0.345786334765195	0.331852750295033	9	162	#00BCD8
#00B0F6	-0.247504514914629	0.152807445237453	10	162	#00B0F6
#619CFF	-0.560822432546126	0.313781941141961	11	162	#619CFF
#B983FF	0.225958473424835	0.49494964172868	12	162	#B983FF
#E76BF3	0.654536395073305	0.622227955641268	13	162	#E76BF3
#FD61D1	0.715146430543759	-0.308868128827278	14	162	#FD61D1
#FF67A4	-0.394437588047148	0.473008985512513	15	162	#FF67A4
#F8766D	-0.626309112612562	-0.114269311945647	1	163	#F8766D
#E58700	0.496368669252032	-0.825583569089647	2	163	#E58700
#C99800	0.401414883527087	0.340100406764869	3	163	#C99800
#A3A500	0.164604103267094	-0.731576329441079	4	163	#A3A500
#6BB100	0.821188258009914	-0.267229929929121	5	163	#6BB100
#00BA38	-0.00489088126855133	0.33956530656478	6	163	#00BA38
#00BF7D	0.0816839822781058	0.154954461991126	7	163	#00BF7D
#00C0AF	0.158603864344307	-0.646202476857717	8	163	#00C0AF
#00BCD8	0.4569736711169	0.289237181082799	9	163	#00BCD8
#00B0F6	-0.234400407022025	0.184613314232306	10	163	#00B0F6
#619CFF	-0.547740082212124	0.299204457009885	11	163	#619CFF
#B983FF	0.300993688036911	0.507010387422818	12	163	#B983FF
#E76BF3	0.611998461705302	0.610302449976834	13	163	#E76BF3
#FD61D1	0.746330112110523	-0.285441378012759	14	163	#FD61D1
#FF67A4	-0.345140601140671	0.454684225513319	15	163	#FF67A4
#F8766D	-0.557074109121687	-0.153895364319809	1	164	#F8766D
#E58700	0.456097771415268	-0.799136942700503	2	164	#E58700
#C99800	0.439020823882934	0.377077932421084	3	164	#C99800
#A3A500	0.210898188572988	-0.733301383674243	4	164	#A3A500
#6BB100	0.884253434171572	-0.361559070900332	5	164	#6BB100
#00BA38	-0.0270694427019859	0.38468849296035	6	164	#00BA38
#00BF7D	0.0625333815772361	0.147389675174821	7	164	#00BF7D
#00C0AF	0.150551497676974	-0.555116433587712	8	164	#00C0AF
#00BCD8	0.521273702689935	0.31487469645167	9	164	#00BCD8
#00B0F6	-0.245345784981549	0.164900404479815	10	164	#00B0F6
#619CFF	-0.474800919105241	0.241036074838729	11	164	#619CFF
#B983FF	0.338855675095553	0.463301193721886	12	164	#B983FF
#E76BF3	0.595014202342223	0.591209168399362	13	164	#E76BF3
#FD61D1	0.725794775643889	-0.290664988300944	14	164	#FD61D1
#FF67A4	-0.275455291539122	0.502721768924311	15	164	#FF67A4
#F8766D	-0.521141612227353	-0.18533274036964	1	165	#F8766D
#E58700	0.516699917876699	-0.803276643460551	2	165	#E58700
#C99800	0.418464163723208	0.418858725446104	3	165	#C99800
#A3A500	0.231902407195533	-0.773183053260865	4	165	#A3A500
#6BB100	0.819182582301843	-0.266334683615743	5	165	#6BB100
#00BA38	-0.0070589938425708	0.353422602103548	6	165	#00BA38
#00BF7D	0.0119606861866455	0.11953875800403	7	165	#00BF7D
#00C0AF	0.0542520326788346	-0.563684715010633	8	165	#00C0AF
#00BCD8	0.466004767744449	0.216188429243559	9	165	#00BCD8
#00B0F6	-0.300723739036091	0.219729608130571	10	165	#00B0F6
#619CFF	-0.468183529881365	0.229388145075591	11	165	#619CFF
#B983FF	0.241439083321915	0.479540465635535	12	165	#B983FF
#E76BF3	0.636916455118835	0.574502772625642	13	165	#E76BF3
#FD61D1	0.700227172052749	-0.338357977912227	14	165	#FD61D1
#FF67A4	-0.215462367190868	0.499818765042586	15	165	#FF67A4
#F8766D	-0.575496193803756	-0.348498724682969	1	166	#F8766D
#E58700	0.517948428052612	-0.839529072185718	2	166	#E58700
#C99800	0.352008857590558	0.43080751905132	3	166	#C99800
#A3A500	0.26417157256504	-0.822806898014413	4	166	#A3A500
#6BB100	0.872176688755993	-0.282677100828962	5	166	#6BB100
#00BA38	-0.0299198599971827	0.314948386932455	6	166	#00BA38
#00BF7D	-0.0062893916929167	0.137425895196135	7	166	#00BF7D
#00C0AF	0.0294972735488388	-0.447027610193162	8	166	#00C0AF
#00BCD8	0.540071260988403	0.201261603060749	9	166	#00BCD8
#00B0F6	-0.285353753789155	0.197597633641213	10	166	#00B0F6
#619CFF	-0.495694649078503	0.222853384343298	11	166	#619CFF
#B983FF	0.167824948740577	0.543412217217651	12	166	#B983FF
#E76BF3	0.593037783102673	0.608763548098611	13	166	#E76BF3
#FD61D1	0.698084443539858	-0.257633006251666	14	166	#FD61D1
#FF67A4	-0.17015979770102	0.472529693455595	15	166	#FF67A4
#F8766D	-0.649066423412789	-0.353572511084636	1	167	#F8766D
#E58700	0.512660389698166	-0.78662893166807	2	167	#E58700
#C99800	0.321170565381606	0.516611050848742	3	167	#C99800
#A3A500	0.342020629149834	-0.722062150732453	4	167	#A3A500
#6BB100	0.933849323211216	-0.275493727787492	5	167	#6BB100
#00BA38	0.0164838170794511	0.293450292492063	6	167	#00BA38
#00BF7D	-0.0768994706198301	0.0449764332236997	7	167	#00BF7D
#00C0AF	-0.0104463792605492	-0.42069846623035	8	167	#00C0AF
#00BCD8	0.591295899057302	0.109850039137826	9	167	#00BCD8
#00B0F6	-0.292963591751243	0.173788924893462	10	167	#00B0F6
#619CFF	-0.44556472553132	0.23252548297478	11	167	#619CFF
#B983FF	0.152362370563543	0.621604374602376	12	167	#B983FF
#E76BF3	0.586159912791402	0.570346085953165	13	167	#E76BF3
#FD61D1	0.698080127906804	-0.334679326076021	14	167	#FD61D1
#FF67A4	-0.174882966503611	0.421726613638337	15	167	#FF67A4
#F8766D	-0.646788704103611	-0.239815358352135	1	168	#F8766D
#E58700	0.520426526592286	-0.82118319237214	2	168	#E58700
#C99800	0.324203394100837	0.569138960902875	3	168	#C99800
#A3A500	0.289365750117594	-0.748615166079229	4	168	#A3A500
#6BB100	0.976835719462122	-0.209139813492055	5	168	#6BB100
#00BA38	0.0553671063939506	0.283655636223831	6	168	#00BA38
#00BF7D	-0.0562737111266929	0.105852643133077	7	168	#00BF7D
#00C0AF	-0.0799091020776473	-0.370278347120141	8	168	#00C0AF
#00BCD8	0.544686227612609	0.032797196659287	9	168	#00BCD8
#00B0F6	-0.279799640835385	0.11576649080776	10	168	#00B0F6
#619CFF	-0.441629299966931	0.288864873120646	11	168	#619CFF
#B983FF	0.251601704478463	0.590585022581539	12	168	#B983FF
#E76BF3	0.606145115335454	0.578614183362532	13	168	#E76BF3
#FD61D1	0.569885293473147	-0.301513575203809	14	168	#FD61D1
#FF67A4	-0.124766469693875	0.377570533372051	15	168	#FF67A4
#F8766D	-0.682179740642272	-0.22082541187218	1	169	#F8766D
#E58700	0.538243463559249	-0.809519321051652	2	169	#E58700
#C99800	0.384201014800148	0.57651602196671	3	169	#C99800
#A3A500	0.189639294699504	-0.710999280530114	4	169	#A3A500
#6BB100	0.95436061215263	-0.206727705144486	5	169	#6BB100
#00BA38	0.128170520193641	0.294024129747525	6	169	#00BA38
#00BF7D	-0.145467898930577	0.115372385991939	7	169	#00BF7D
#00C0AF	-0.0379948895131818	-0.378673858299664	8	169	#00C0AF
#00BCD8	0.485359695816193	0.0364290170310207	9	169	#00BCD8
#00B0F6	-0.234198974099718	0.130726871886241	10	169	#00B0F6
#619CFF	-0.483420537952935	0.350519758268832	11	169	#619CFF
#B983FF	0.343172312066914	0.608785283715206	12	169	#B983FF
#E76BF3	0.57740866107969	0.538217747541217	13	169	#E76BF3
#FD61D1	0.646209518640371	-0.239561313047981	14	169	#FD61D1
#FF67A4	-0.0620873437020371	0.375763055727271	15	169	#FF67A4
#F8766D	-0.699035511715622	-0.238531557628867	1	170	#F8766D
#E58700	0.480220995032783	-0.806665389757739	2	170	#E58700
#C99800	0.430545279261471	0.558615966171818	3	170	#C99800
#A3A500	0.185845078885895	-0.745115004514442	4	170	#A3A500
#6BB100	0.9683770793283	-0.125832263977595	5	170	#6BB100
#00BA38	0.0958464383770284	0.236738336803822	6	170	#00BA38
#00BF7D	-0.15595041552994	0.0648601778007147	7	170	#00BF7D
#00C0AF	-0.0447069501280824	-0.384958147944546	8	170	#00C0AF
#00BCD8	0.424171305863514	-0.0361589818409227	9	170	#00BCD8
#00B0F6	-0.203668318015791	0.120353604922045	10	170	#00B0F6
#619CFF	-0.517303744619146	0.378558830998077	11	170	#619CFF
#B983FF	0.365525115566011	0.659944504660016	12	170	#B983FF
#E76BF3	0.620129339838882	0.501065435202188	13	170	#E76BF3
#FD61D1	0.674409651304801	-0.204523151944479	14	170	#FD61D1
#FF67A4	0.0102433494974894	0.441201669389088	15	170	#FF67A4
#F8766D	-0.76072257428135	-0.157293891122308	1	171	#F8766D
#E58700	0.464064387932117	-0.879863413995047	2	171	#E58700
#C99800	0.408722791798747	0.589815683448707	3	171	#C99800
#A3A500	0.246675831501282	-0.740975429094216	4	171	#A3A500
#6BB100	0.942979677596425	-0.0947650408061829	5	171	#6BB100
#00BA38	0.149914898498036	0.220433511644759	6	171	#00BA38
#00BF7D	-0.204872418981526	0.0843317996178882	7	171	#00BF7D
#00C0AF	0.00423443199514441	-0.31633730138931	8	171	#00C0AF
#00BCD8	0.345223755866918	-0.0461602530175426	9	171	#00BCD8
#00B0F6	-0.173662472438947	0.0440990218174283	10	171	#00B0F6
#619CFF	-0.627488267477461	0.319751925217451	11	171	#619CFF
#B983FF	0.394613237172782	0.64056793841354	12	171	#B983FF
#E76BF3	0.611237867148534	0.468033688097766	13	171	#E76BF3
#FD61D1	0.656021302198637	-0.0686539454730122	14	171	#FD61D1
#FF67A4	0.0255060710306105	0.451583728069031	15	171	#FF67A4
